0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.102802099996491170e-06
6.267700194502059396e-01,1.651346668151036368e-01,-5.365550577908567015e-02,2.190879000486826989e-02,-2.847267515738179933e-01,-5.379823593786373648e-01
6.205013932677988509e-01,1.634833104654197233e-01,-5.312458445580673511e-02,2.162129065241188974e-02,-2.818999170020228817e-01,-5.326068019846623702e-01
6.142954844960150096e-01,1.618484510124159892e-01,-5.259885552458750529e-02,2.134741316878188341e-02,-2.791002141076096010e-01,-5.272838774588040067e-01
6.081516650187508422e-01,1.602299243282459262e-01,-5.207826951645289082e-02,2.108139517267760416e-02,-2.763275103048784542e-01,-5.220131835789543207e-01
6.020693130259698878e-01,1.586275678939074174e-01,-5.156277740545045507e-02,2.082011406521366154e-02,-2.735816428207604734e-01,-5.167944294840124408e-01
5.960478129501575184e-01,1.570412207843079611e-01,-5.105233060524907301e-02,2.056139060855755041e-02,-2.708624414848551099e-01,-5.116274201683129741e-01
5.900865554034070426e-01,1.554707236534342840e-01,-5.054688096575529754e-02,2.030332704224363516e-02,-2.681697373868744405e-01,-5.065120773503578588e-01
5.841849371151371928e-01,1.539159187196335876e-01,-5.004638076975031352e-02,2.004393125560557237e-02,-2.655033661139217238e-01,-5.014484888526338224e-01
5.783423608704321150e-01,1.523766497510048445e-01,-4.955078272954432927e-02,1.978083758921768062e-02,-2.628631626322643355e-01,-4.964369910175367995e-01
5.725582354489984205e-01,1.508527620508968159e-01,-4.906003998364956431e-02,1.951122630035926828e-02,-2.602489255425732284e-01,-4.914782674341819924e-01
5.668319755647382996e-01,1.493441024435188946e-01,-4.857410609347049407e-02,1.923292544347902921e-02,-2.576602559763486178e-01,-4.865732682936978470e-01
5.611630018059259317e-01,1.478505192596607787e-01,-4.809293504001246194e-02,1.895111503497770924e-02,-2.550959451430578895e-01,-4.817218739170556763e-01
5.555507405759881889e-01,1.463718623225223336e-01,-4.761648122060697236e-02,1.869521316371695885e-02,-2.525529233496530135e-01,-4.769183552566425566e-01
5.499946240348797533e-01,1.449079829336551717e-01,-4.714469944565456705e-02,1.848532804820295777e-02,-2.500300915265164514e-01,-4.721561499328721379e-01
5.444940900410494278e-01,1.434587338590113392e-01,-4.667754493538383426e-02,1.828894072699762188e-02,-2.475309760450039032e-01,-4.674395946701754290e-01
5.390485820939906469e-01,1.420239693151086890e-01,-4.621497331662885455e-02,1.809577923325679863e-02,-2.450564123270413397e-01,-4.627700567105297869e-01
5.336575492773744100e-01,1.406035449552986150e-01,-4.575694061962121834e-02,1.790517667152297446e-02,-2.426062489642593911e-01,-4.581471693341327422e-01
5.283204462027520920e-01,1.391973178561512481e-01,-4.530340327480037593e-02,1.771702494865867034e-02,-2.401802778976430131e-01,-4.535704652806381021e-01
5.230367329538294641e-01,1.378051465039464296e-01,-4.485431810963948912e-02,1.753124774832114791e-02,-2.377782872333483732e-01,-4.490394782167922427e-01
5.178058750313047076e-01,1.364268907812764553e-01,-4.440964234548815809e-02,1.734777724638041085e-02,-2.354000637698113185e-01,-4.445537471066631774e-01
5.126273432982616507e-01,1.350624119537583989e-01,-4.396933359443110090e-02,1.716655201101896164e-02,-2.330453935395160880e-01,-4.401128162336669369e-01
5.075006139261180049e-01,1.337115726568559870e-01,-4.353334985616365976e-02,1.698751597503610211e-02,-2.307140622226172000e-01,-4.357162350404121809e-01
5.024251683411186109e-01,1.323742368828101645e-01,-4.310164951488303781e-02,1.681061762523836101e-02,-2.284058554908476590e-01,-4.313635579808884346e-01
4.974004931713727484e-01,1.310502699676789617e-01,-4.267419133619605731e-02,1.663580934348413490e-02,-2.261205592913271001e-01,-4.270543443911461456e-01
4.924260801944260191e-01,1.297395385784875232e-01,-4.225093446404350889e-02,1.646304686754882646e-02,-2.238579600809004200e-01,-4.227881583753306249e-01
