  -0.628319,   0.100000,   0.200000,   0.000000,   0.000000,   0.200000,  -1.600000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000
   0.628319,   0.100000,   0.200000,   0.000000,   0.000002,   0.200011,  -1.600013,  -0.000000,   0.000001,   0.000001,   0.000001,   0.000001,   0.000000
   0.626936,   0.100741,   0.199036,  -0.004978,   0.009863,   0.219088,  -1.630603,   0.000544,   0.037502,  -0.036088,   0.015098,  -0.013684,   0.000000
   0.625534,   0.101456,   0.198030,  -0.009870,   0.023369,   0.229708,  -1.656367,   0.001073,   0.074636,  -0.073653,   0.029498,  -0.028515,   0.000000
   0.624113,   0.102147,   0.196985,  -0.014677,   0.039693,   0.233642,  -1.678250,   0.001585,   0.111432,  -0.112590,   0.043252,  -0.044409,   0.000000
   0.622674,   0.102810,   0.195901,  -0.019401,   0.058416,   0.231743,  -1.696685,   0.002082,   0.147790,  -0.152918,   0.056284,  -0.061411,   0.000000
   0.621219,   0.103439,   0.194775,  -0.024046,   0.079327,   0.224390,  -1.711843,   0.002564,   0.183523,  -0.194744,   0.068430,  -0.079651,   0.000000
   0.619749,   0.104024,   0.193601,  -0.028613,   0.102343,   0.211657,  -1.723712,   0.003031,   0.218326,  -0.238277,   0.079417,  -0.099368,   0.000000
   0.618268,   0.104545,   0.192369,  -0.033105,   0.127472,   0.193366,  -1.732122,   0.003484,   0.251723,  -0.283879,   0.088800,  -0.120956,   0.000000
   0.616777,   0.104975,   0.191062,  -0.037526,   0.154786,   0.169112,  -1.736741,   0.003922,   0.282929,  -0.332179,   0.095842,  -0.145092,   0.000000
   0.615282,   0.105263,   0.189650,  -0.041880,   0.184340,   0.138344,  -1.737074,   0.004347,   0.310575,  -0.384308,   0.099247,  -0.172980,   0.000000
   0.613789,   0.105313,   0.188074,  -0.046177,   0.215890,   0.100803,  -1.732616,   0.004758,   0.332140,  -0.442392,   0.096611,  -0.206862,   0.000000
   0.612312,   0.104957,   0.186230,  -0.050430,   0.247847,   0.058493,  -1.723784,   0.005156,   0.343065,  -0.510279,   0.083589,  -0.250802,   0.000000
   0.610869,   0.103990,   0.183997,  -0.054657,   0.274820,   0.021360,  -1.715131,   0.005541,   0.337919,  -0.592418,   0.055045,  -0.309544,   0.000000
   0.609461,   0.102543,   0.181471,  -0.058861,   0.290526,   0.004079,  -1.715050,   0.005914,   0.320009,  -0.685406,   0.014316,  -0.379713,   0.000000
   0.608074,   0.100962,   0.178878,  -0.063028,   0.299442,   0.000008,  -1.721377,   0.006275,   0.298495,  -0.780906,  -0.029686,  -0.452725,   0.000000
   0.606703,   0.099330,   0.176272,  -0.067154,   0.306535,  -0.000828,  -1.729102,   0.006623,   0.275507,  -0.876984,  -0.074890,  -0.526586,   0.000000
   0.605350,   0.097654,   0.173659,  -0.071240,   0.313036,  -0.000997,  -1.736891,   0.006960,   0.251268,  -0.973408,  -0.121071,  -0.601069,   0.000000
   0.604013,   0.095940,   0.171042,  -0.075288,   0.319210,  -0.001025,  -1.744480,   0.007285,   0.225890,  -1.070052,  -0.168112,  -0.676051,   0.000000
   0.602694,   0.094191,   0.168425,  -0.079297,   0.325127,  -0.001024,  -1.751828,   0.007600,   0.199470,  -1.166804,  -0.215911,  -0.751423,   0.000000
   0.601393,   0.092410,   0.165810,  -0.083270,   0.330814,  -0.001018,  -1.758939,   0.007903,   0.172097,  -1.263567,  -0.264378,  -0.827092,   0.000000
   0.600110,   0.090602,   0.163200,  -0.087206,   0.336286,  -0.001010,  -1.765824,   0.008196,   0.143851,  -1.360254,  -0.313430,  -0.902973,   0.000000
   0.598844,   0.088769,   0.160596,  -0.091106,   0.341557,  -0.001003,  -1.772495,   0.008478,   0.114802,  -1.456790,  -0.362996,  -0.978992,   0.000000
   0.597596,   0.086914,   0.158001,  -0.094971,   0.346639,  -0.000997,  -1.778963,   0.008750,   0.085015,  -1.553105,  -0.413010,  -1.055081,   0.000000
   0.596366,   0.085038,   0.155415,  -0.098801,   0.351542,  -0.000991,  -1.785239,   0.009013,   0.054550,  -1.649140,  -0.463411,  -1.131180,   0.000000
   0.595155,   0.083145,   0.152842,  -0.102598,   0.356275,  -0.000986,  -1.791332,   0.009266,   0.023461,  -1.744841,  -0.514145,  -1.207235,   0.000000
   0.593961,   0.081236,   0.150281,  -0.106360,   0.360847,  -0.000981,  -1.797252,   0.009509,  -0.008202,  -1.840159,  -0.565164,  -1.283197,   0.000000
   0.592784,   0.079313,   0.147734,  -0.110090,   0.365266,  -0.000977,  -1.803006,   0.009743,  -0.040393,  -1.935050,  -0.616421,  -1.359022,   0.000000
   0.591626,   0.077378,   0.145202,  -0.113788,   0.369539,  -0.000973,  -1.808602,   0.009969,  -0.073068,  -2.029477,  -0.667875,  -1.434670,   0.000000
   0.590485,   0.075433,   0.142686,  -0.117453,   0.373673,  -0.000969,  -1.814046,   0.010185,  -0.106189,  -2.123404,  -0.719488,  -1.510104,   0.000000
   0.589362,   0.073478,   0.140187,  -0.121087,   0.377675,  -0.000966,  -1.819346,   0.010394,  -0.139717,  -2.216799,  -0.771224,  -1.585291,   0.000000
   0.588256,   0.071516,   0.137706,  -0.124690,   0.381550,  -0.000963,  -1.824506,   0.010593,  -0.173619,  -2.309634,  -0.823051,  -1.660202,   0.000000
   0.587168,   0.069547,   0.135242,  -0.128262,   0.385304,  -0.000960,  -1.829534,   0.010785,  -0.207861,  -2.401884,  -0.874938,  -1.734807,   0.000000
