0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.004002999994987507e-06,2.102802099996491170e-06
6.267753825033021142e-01,1.651345692756204520e-01,-5.365596489058984536e-02,2.190892073168760473e-02,-2.847255770122300578e-01,-5.379808646382525650e-01
5.953508751431988433e-01,1.568617153523537422e-01,-5.110901789554852387e-02,1.910315946743880444e-02,-2.709873569497130430e-01,-5.111985545056283442e-01
5.654417188406042349e-01,1.489847034779843704e-01,-4.867054140683339108e-02,1.682425058005354926e-02,-2.577937612605802342e-01,-4.855802824106542626e-01
5.369746174627837432e-01,1.414850135528357422e-01,-4.633670823387152360e-02,1.397121230212881177e-02,-2.452086592298094725e-01,-4.614203927755779477e-01
5.098798604260000866e-01,1.343449282160278646e-01,-4.410373971552398326e-02,1.146478992502419220e-02,-2.330035281129869962e-01,-4.387350504731988288e-01
4.840911440887142314e-01,1.275475083003368149e-01,-4.196791593914769858e-02,7.835878552541305359e-03,-2.215693168825121351e-01,-4.175510819679473795e-01
4.595454018686654374e-01,1.210765672510022567e-01,-3.992558457923158638e-02,4.425969421575255691e-03,-2.106535164005374494e-01,-3.975801581481120950e-01
4.361826428256290744e-01,1.149166449194140710e-01,-3.797316839140046224e-02,1.214737800489747209e-03,-2.002599824025027564e-01,-3.786502354112274427e-01
4.139457984010208036e-01,1.090529810587977239e-01,-3.610717143367069698e-02,-1.520160225188718368e-03,-1.903104395016130546e-01,-3.606498200126352915e-01
3.927805769744344699e-01,1.034714887820625956e-01,-3.432418410826179600e-02,-3.974016879665985373e-03,-1.808184700063749928e-01,-3.435045317768704587e-01
3.726353258808755564e-01,9.815872818823533075e-02,-3.262088712818851655e-02,-5.956698260414326242e-03,-1.717305106404767301e-01,-3.271034214089493797e-01
3.534609005270749060e-01,9.310188032046183559e-02,-3.099405451642874704e-02,-7.596405600816288732e-03,-1.630441491230860962e-01,-3.113906944324038029e-01
3.352105402477138507e-01,8.828872158332545794e-02,-2.944055574411129708e-02,-8.839475922324058557e-03,-1.547323596040189875e-01,-2.963086088113443539e-01
3.178397505503686715e-01,8.370759871847978373e-02,-2.795735710962730242e-02,-9.758706244099206797e-03,-1.467855406016463360e-01,-2.818104151758816789e-01
3.013061914095978011e-01,7.934740441408534573e-02,-2.654152245411350863e-02,-1.035755899045149794e-02,-1.391871760303133310e-01,-2.678683763074103941e-01
2.855695712845779943e-01,7.519755360424479340e-02,-2.519021330129366312e-02,-1.069356199283000471e-02,-1.319275477399004248e-01,-2.544549834643742292e-01
2.705915465499681427e-01,7.124796049879990323e-02,-2.390068850179418239e-02,-1.079265717077345504e-02,-1.249940631179825568e-01,-2.415572458405211564e-01
2.563356260455657010e-01,6.748901637082663219e-02,-2.267030345419727630e-02,-1.070640664123085131e-02,-1.183775418960038989e-01,-2.291637687978069216e-01
2.427670804662915849e-01,6.391156811850526309e-02,-2.149650896752516166e-02,-1.047227128580010928e-02,-1.120671760094275882e-01,-2.172706734257643935e-01
2.298528563297366767e-01,6.050689760928869981e-02,-2.037684982270781056e-02,-1.013681132209607455e-02,-1.060537526160822419e-01,-2.058755304173379708e-01
2.175614942736927571e-01,5.726670180717569753e-02,-1.930896308398600408e-02,-9.737804761498200512e-03,-1.003268066340818748e-01,-1.949766619591530581e-01
2.058630514506252784e-01,5.418307367812123104e-02,-1.829057620514857804e-02,-9.309420989918253814e-03,-9.487613301991811021e-02,-1.845698488951001137e-01
1.947290277998484642e-01,5.124848386395390587e-02,-1.731950497002473013e-02,-8.875194277965616982e-03,-8.969045782183962534e-02,-1.746461788031069828e-01
1.841322959911647072e-01,4.845576311148217657e-02,-1.639365130172359269e-02,-8.449603530786593472e-03,-8.475830721537701284e-02,-1.651917549888190506e-01
1.740470348459746408e-01,4.579808544054145975e-02,-1.551100097069229439e-02,-8.039255545989630602e-03,-8.006786024792249268e-02,-1.561887471450500164e-01
1.644486660533047429e-01,4.326895203249578326e-02,-1.466962122773703830e-02,-7.646288620722867420e-03,-7.560753579630385968e-02,-1.476174560317559392e-01
1.553137940089095448e-01,4.086217581899752316e-02,-1.386765838465309902e-02,-7.270800248850771592e-03,-7.136610189325774678e-02,-1.394578643798062290e-01
1.466201486156081812e-01,3.857186674958860279e-02,-1.310333536201969615e-02,-6.912246759545709676e-03,-6.733283580627157094e-02,-1.316904963323775046e-01
1.383465308923312320e-01,3.639241771585890323e-02,-1.237494922097751547e-02,-6.569941845173100058e-03,-6.349752009830142430e-02,-1.242966937956882650e-01
