0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.102802099996491170e-06
6.267700194502059396e-01,1.651346668151035535e-01,-5.365550577908563545e-02,2.190881504551951686e-02,-2.847268491246131017e-01,-5.379826460811929500e-01
5.322371108439191145e-01,1.402995629204447092e-01,-4.685033253687385935e-02,3.543771316419272541e-03,-2.468632751033607853e-01,-4.599637052773284940e-01
4.517073030428128688e-01,1.190625653867681683e-01,-4.068742331968298181e-02,-1.371512618439793899e-02,-2.130459740822944759e-01,-3.944182425088151311e-01
3.830846102968146205e-01,1.009299414720626620e-01,-3.517277846843570865e-02,-1.359111279892630773e-02,-1.796939385870658656e-01,-3.362933859926043323e-01
3.245946966409362644e-01,8.546325397877442553e-02,-3.028369587490148049e-02,-3.463575864644947294e-02,-1.545829091525071364e-01,-3.004334730978147072e-01
2.747331790459643375e-01,7.227888193686239637e-02,-2.598042511968725113e-02,-4.183395542998506050e-02,-1.325609288960430121e-01,-2.605583776921415184e-01
2.322226589459930046e-01,6.104439542317888212e-02,-2.221433633914568842e-02,-4.329882549613729703e-02,-1.121604717830960996e-01,-2.275506342705509721e-01
1.959771309039307075e-01,5.147356417189994510e-02,-1.893337704226422807e-02,-4.935141432401630307e-02,-9.598968149287578910e-02,-2.035584171466620074e-01
1.650724198912224550e-01,4.332098394949676634e-02,-1.608556942107838145e-02,-5.359685254296312623e-02,-8.166944848435328530e-02,-1.833032999017488451e-01
1.387215061747305300e-01,3.637684363626688538e-02,-1.362114504975441877e-02,-5.483309501427621052e-02,-6.941815510447035820e-02,-1.639699152021932005e-01
1.162538264117218417e-01,3.046208954664351293e-02,-1.149375489959435052e-02,-5.366705022041128037e-02,-5.841651460462646273e-02,-1.454093714565956874e-01
9.709783468710539434e-02,2.542409196682507422e-02,-9.661064711802471588e-03,-5.279506449815893343e-02,-4.920541111238881798e-02,-1.297157449006622887e-01
8.076625916357026147e-02,2.113283527430137240e-02,-8.084951160345844184e-03,-5.019162256955043977e-02,-4.106600251688460879e-02,-1.142748227969543617e-01
6.684360494927818475e-02,1.747760928588342616e-02,-6.731446685728681607e-03,-4.783738347495516269e-02,-3.417698046236735537e-02,-1.009482947375772294e-01
5.497554056341008577e-02,1.436415883276412342e-02,-5.570533431948897565e-03,-4.445723246095900638e-02,-2.818977296755311585e-02,-8.801057487804618551e-02
4.485987165223832840e-02,1.171224092858932746e-02,-4.575853674640102849e-03,-4.098841142034709284e-02,-2.307734085653901854e-02,-7.636381339974770976e-02
3.623885710816184685e-02,9.453538327170730657e-03,-3.724381248242210774e-03,-3.714093094144706175e-02,-1.868744101679276418e-02,-6.544553471167369185e-02
2.889266351722809267e-02,7.529881285597440216e-03,-2.996082724231000430e-03,-3.315233510690995811e-02,-1.493477463168075940e-02,-5.544903389212759576e-02
2.263378670339232651e-02,5.891733967904344040e-03,-2.373586313635311310e-03,-2.914634013741265045e-02,-1.173183227756867571e-02,-4.632149781853200227e-02
1.730229598243906985e-02,4.496907039567106176e-03,-1.841869156771880735e-03,-2.522038480956182924e-02,-9.003480534461358320e-03,-3.808642423034483415e-02
1.276177893810866333e-02,3.309463028158663670e-03,-1.387968763635385886e-03,-2.150842219615916109e-02,-6.683905992571294655e-03,-3.074858842960144847e-02
8.895883055864866815e-03,2.298785674531259645e-03,-1.000721138632818755e-03,-1.811232925802465712e-02,-4.715559564548691893e-03,-2.430840574048185460e-02
5.605366107388860472e-03,1.438788655033746084e-03,-6.705260444603322904e-04,-1.510626655550755502e-02,-3.047640176609552835e-03,-1.873434800232609554e-02
2.805580308801901811e-03,7.072426938178692215e-04,-3.891385689354018014e-04,-1.250410564034633819e-02,-1.635486363583337930e-03,-1.395613094537153168e-02
4.243263945712092994e-04,8.520322799180477425e-05,-1.494854021034547906e-04,-1.027353414674679610e-02,-4.400814884616519756e-04,-9.877275674665869643e-03
-1.599976812335501299e-03,-4.434765181710448572e-04,5.449616755652046505e-05,-8.366006592142594123e-03,5.719201626897594095e-04,-6.399742543824275473e-03
